,Unnamed: 0,index,drugbank_id,name,smiles,selfies,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
4295,4295,4308,DB07173,"7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE",[H][C@]1(C)O[C@@]([H])(N2C=C(I)C3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,[H][C@][Branch1][C][C][O][C@@][Branch1][C][H][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][I][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][O][Ring1][#Branch1][C@][Branch1][C][H][Branch1][C][O][C@][Ring2][Ring1][Ring2][Branch1][C][H][O],0.42,0.7,2.55e+00 g/l,12.48,6.56
4296,4296,4309,DB07174,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE",CCC1=C(C(N)=NC(N)=N1)C1=CC=C2OC(C)(C)C(=O)N(CCCOC)C2=C1,[C][C][C][=C][Branch1][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=N][Ring1][Branch2][C][=C][C][=C][O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][=Branch1][C][C][C][O][C][C][Ring1][=C][=C][Ring2][Ring1][C],2.22,1.8,3.71e-01 g/l,17.25,7.77
4297,4297,4310,DB07175,N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide,CC1=CC=C(NC2=CC(=NC=N2)C2=CC=CC=C2)C=C1NS(C)(=O)=O,[C][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][N][S][Branch1][C][C][=Branch1][C][=O][=O],3.32,3.0,7.62e-03 g/l,10.21,4.02
4298,4298,4311,DB07176,1-Naphthylamine-5-sulfonic acid,NC1=C2C=CC=C(C2=CC=C1)S(O)(=O)=O,[N][C][=C][C][=C][C][=C][Branch1][=Branch2][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][S][Branch1][C][O][=Branch1][C][=O][=O],-0.92,1.09,1.14e+00 g/l,-1.9,3.62
4299,4299,4312,DB07177,"(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID",[H]C(CCCC(O)=O)=C([H])CC1C(\C([H])=C(/[H])C(=O)CCCCC)C(O)CC1=O,[H][C][Branch1][=Branch2][C][C][C][C][Branch1][C][O][=O][=C][Branch1][C][H][C][C][C][Branch2][Ring1][C][\C][Branch1][C][H][=C][Branch1][C][/H][C][=Branch1][C][=O][C][C][C][C][C][C][Branch1][C][O][C][C][Ring1][P][=O],3.27,3.64,5.83e-02 g/l,4.3,-2.9
4300,4300,4313,DB07178,5-PENTYL-2-PHENOXYPHENOL,CCCCCC1=CC(O)=C(OC2=CC=CC=C2)C=C1,[C][C][C][C][C][C][=C][C][Branch1][C][O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],5.59,5.46,1.09e-02 g/l,8.53,-6.3
4301,4301,4314,DB07180,"5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide",[H]N(C)C(=O)C1=C(C)N([H])C(\C=C2/C(=O)N([H])C3=C2C=C(Cl)C=C3)=C1C,[H][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][Branch1][C][H][C][Branch2][Ring1][Branch2][\C][=C][/C][=Branch1][C][=O][N][Branch1][C][H][C][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Ring2][C],2.67,2.66,2.20e-02 g/l,11.27,-0.88
4302,4302,4315,DB07181,"4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide",[H][C@@](N)(CC1=CC(F)=CC=C1F)C1=CC=C(C=C1)C1=CC=CC(=C1)C(N)=O,[H][C@@][Branch1][C][N][Branch1][=C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][N][=O],3.42,3.96,1.17e-03 g/l,14.64,9.51
4303,4303,4316,DB07182,(2S)-2-(3-Carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic acid,NC(N)=NC1=CC=CC(=C1)C(CP(O)(=O)CCCC1=CC=CC=C1)C(O)=O,[N][C][Branch1][C][N][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring2][C][P][Branch1][C][O][=Branch1][C][=O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],1.51,1.93,4.67e-03 g/l,1.9,10.92
4304,4304,4317,DB07183,N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide,O=C(NC1=CC=C(OC2=CC=CC=C2)C=C1)C1=C(NCC2=CC=NC=C2)N=CC=C1,[O][=C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][C][=C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][=C],4.02,4.57,3.64e-03 g/l,11.49,5.41
4305,4305,4318,DB07184,"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione",CCOCN1C(=O)NC(=O)C(C(C)C)=C1SC1CCCCC1,[C][C][O][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][O][S][C][C][C][C][C][C][Ring1][=Branch1],3.72,3.54,1.37e-01 g/l,9.88,-4.0
4306,4306,4319,DB07185,2-{[(4-CHLOROPHENOXY)ACETYL]AMINO}BENZOIC ACID,OC(=O)C1=C(NC(=O)COC2=CC=C(Cl)C=C2)C=CC=C1,[O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring2][Ring1][C],2.5,3.64,1.37e-02 g/l,3.56,-4.9
4307,4307,4320,DB07186,"4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE",CN1CCN(CC1)C1=CC=C(C=C1)C(=O)NC1=NNC2=CN(C=C12)C(=O)CC1=CC=CS1,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][N][C][=C][N][Branch1][#Branch1][C][=C][Ring1][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1],3.64,3.08,1.01e-01 g/l,10.41,7.74
4308,4308,4321,DB07187,CP-744809,CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1,[C][C][=C][Branch1][#C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=N][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch1],2.6,2.23,5.16e-02 g/l,8.5,-3.1
4309,4309,4322,DB07188,"(3S)-1-CYCLOHEXYL-N-(3,5-DICHLOROPHENYL)-5-OXOPYRROLIDINE-3-CARBOXAMIDE",[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=CC(Cl)=CC(Cl)=C1,[H][C@][Branch2][Ring1][Ring2][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],4.01,3.46,1.78e-02 g/l,13.36,-0.59
4310,4310,4323,DB07189,"(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",[H][C@@]1(C[C@@]11C[C@]([H])(NC1=O)C1=CC=C(OCC2=CC(=NC3=C2C=CC=C3)C2=CC=CC=C2)C=C1)C(O)=O,[H][C@@][Branch2][Branch1][#Branch1][C][C@@][Ring1][Ring1][C][C@][Branch1][C][H][Branch1][=Branch1][N][C][Ring1][=Branch1][=O][C][=C][C][=C][Branch2][Ring1][O][O][C][C][=C][C][=Branch1][N][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch2][C][Branch1][C][O][=O],4.59,4.3,5.13e-04 g/l,4.09,3.46
4311,4311,4324,DB07190,3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide,[H][C@@](N)(CC1CCCCC1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(Cl)=CC=C1,[H][C@@][Branch1][C][N][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1],3.26,3.03,9.61e-03 g/l,14.72,8.12
4312,4312,4325,DB07192,(3S)-N-(3-BROMOPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=CC=CC(Br)=C1,[H][C@][Branch2][Ring1][Ring2][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1],3.63,3.03,5.39e-02 g/l,13.69,-0.59
4313,4313,4326,DB07193,"(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine",[H][C@]1(N)CN2C(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)=NC1=CC(=CC=C21)S(C)(=O)=O,[H][C@][Branch1][C][N][C][N][C][Branch2][Ring1][=Branch2][C][C@][Ring1][#Branch1][Branch1][C][H][C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][=Branch2][=N][C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1][S][Branch1][C][C][=Branch1][C][=O][=O],1.8,1.86,3.89e-02 g/l,19.67,8.86
4314,4314,4327,DB07194,"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",[H][C@](C)(CO)NC(=O)C1=C(C)N=C(S1)C1=NC(NC2=CC(C)=CC(C)=C2)=NC=C1,[H][C@][Branch1][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][=C][Branch1][Ring2][S][Ring1][=Branch1][C][=N][C][Branch1][S][N][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][=N][C][=C][Ring1][#C],3.11,3.33,3.70e-03 g/l,13.12,0.86
4315,4315,4328,DB07195,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",[H][C@]1(C)C=C(C)[C@]2([H])[C@]([H])(C)[C@@]1(CO)CO[C@]2([H])C1=CC=C(O)C=C1,[H][C@][Branch1][C][C][C][=C][Branch1][C][C][C@][Branch1][C][H][C@][Branch1][C][H][Branch1][C][C][C@@][Ring1][O][Branch1][Ring1][C][O][C][O][C@][Ring1][O][Branch1][C][H][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],2.52,2.72,5.03e-02 g/l,9.47,-2.8
4316,4316,4329,DB07197,4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID,OC(=O)COC1=C(SC(=C1Br)C1=CC=C(O)C=C1)C(O)=O,[O][C][=Branch1][C][=O][C][O][C][=C][Branch2][Ring1][Ring2][S][C][=Branch1][Branch1][=C][Ring1][Branch1][Br][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][O][=O],2.85,2.97,1.24e-02 g/l,2.98,-5.0
4317,4317,4330,DB07198,5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,OC1=CC=C(C=C1)C1=CC2=C(O1)C(=CC(O)=C2)C#N,[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=Branch1][=Branch2][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][#N],3.01,2.95,2.63e-01 g/l,7.9,-3.6
4318,4318,4331,DB07199,"(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID",[H][C@@]1(C[C@](CC(C)C)(N(C(=O)C2=CC=C(C=C2)C(C)(C)C)[C@@]1([H])C1=NC=CS1)C(O)=O)C(O)=O,[H][C@@][Branch2][Branch1][O][C][C@][Branch1][#Branch1][C][C][Branch1][C][C][C][Branch2][Ring2][=Branch2][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C@@][Ring2][Ring1][Branch1][Branch1][C][H][C][=N][C][=C][S][Ring1][Branch1][C][Branch1][C][O][=O][C][Branch1][C][O][=O],2.82,4.48,3.45e-03 g/l,3.61,2.07
4319,4319,4332,DB07200,"(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID",[H][C@@]1(C[C@](CC(C)C)(N(C(=O)C2=CC=C(C=C2)C(F)(F)F)[C@@]1([H])C1=CC=CS1)C(O)=O)C(O)=O,[H][C@@][Branch2][Branch1][O][C][C@][Branch1][#Branch1][C][C][Branch1][C][C][C][Branch2][Ring2][=Branch2][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C@@][Ring2][Ring1][Branch1][Branch1][C][H][C][=C][C][=C][S][Ring1][Branch1][C][Branch1][C][O][=O][C][Branch1][C][O][=O],3.51,5.01,3.17e-03 g/l,4.1,-0.6
4320,4320,4333,DB07201,(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,[H][C@](C)(CON=C1C2=C(C=CC=C2)C2=C1C=CC=C2)C(O)=O,[H][C@][Branch1][C][C][Branch2][Ring1][=Branch2][C][O][N][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch2][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],3.0,3.42,1.45e-02 g/l,4.25,3.39
4321,4321,4334,DB07202,6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE,CC1=NOC(=C1)C1=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,[C][C][=N][O][C][=Branch1][Ring2][=C][Ring1][Branch1][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][=Branch1][N][C][Ring1][N][=O][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch2],4.58,3.72,2.91e-02 g/l,12.77,0.55
4322,4322,4335,DB07203,6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE,ClC1=CC=CC(NC2=NC(OCC3CCCCC3)=C3NC=NC3=N2)=C1,[Cl][C][=C][C][=C][C][Branch2][Ring1][O][N][C][=N][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=C][N][C][=N][C][Ring1][Branch1][=N][Ring1][P][=C][Ring2][Ring1][Branch2],5.1,4.93,9.60e-03 g/l,9.88,2.0
4323,4323,4336,DB07204,"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",[H][C@@](N)(COC1=C2C=CC(=NC2=CN=C1)C1=CC=NC=C1)CC1=CNC2=C1C=CC=C2,[H][C@@][Branch1][C][N][Branch2][Ring1][O][C][O][C][=C][C][=C][C][=Branch1][#Branch2][=N][C][Ring1][=Branch1][=C][N][=C][Ring1][#Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1],3.08,2.95,2.97e-03 g/l,17.11,9.24
4324,4324,4337,DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2N=CN=C3NCCC(C)C)[C@]([H])(O)[C@]1([H])O,[H][C@][Branch1][O][C][O][P][Branch1][C][O][Branch1][C][O][=O][O][C@@][Branch1][C][H][Branch2][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N][C][C][C][Branch1][C][C][C][C@][Branch1][C][H][Branch1][C][O][C@][Ring2][Ring1][=N][Branch1][C][H][O],-0.09,-2.8,1.74e+00 g/l,1.23,4.85
4325,4325,4338,DB07206,6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE,NC1=NC(CCC2=CC=C3C=CNC3=C2)=CC=C1,[N][C][=N][C][Branch1][S][C][C][C][=C][C][=C][C][=C][N][C][Ring1][Branch1][=C][Ring1][=Branch2][=C][C][=C][Ring1][P],3.21,3.03,1.82e-02 g/l,16.58,7.38
4326,4326,4339,DB07207,2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,NC(=N)C1=CC=C2NC(=NC2=C1)C1=NNC(=C1O)C1=CC=CC=C1,[N][C][=Branch1][C][=N][C][=C][C][=C][N][C][=Branch1][Branch2][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=N][N][C][=Branch1][Branch1][=C][Ring1][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],2.2,2.38,3.24e-02 g/l,6.85,11.0
4327,4327,4340,DB07208,"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",[H][C@](O)(C\C=C/CCCCC)\C=C\CC(=O)CCCCC(O)=O,[H][C@][Branch1][C][O][Branch1][=Branch2][C][\C][=C][/C][C][C][C][C][\C][=C][\C][C][=Branch1][C][=O][C][C][C][C][C][Branch1][C][O][=O],4.06,4.01,2.73e-02 g/l,4.49,-1.6
4328,4328,4341,DB07209,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",[H][C@@](O)(CC(=O)CCCCC(O)=O)\C=C/C\C=C/CCCCC,[H][C@@][Branch1][C][O][Branch1][#C][C][C][=Branch1][C][=O][C][C][C][C][C][Branch1][C][O][=O][\C][=C][/C][\C][=C][/C][C][C][C][C],4.02,4.17,3.08e-02 g/l,4.39,-2.9
4329,4329,4342,DB07211,(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE,C\C(=C/S(=O)(=O)N[C@@]1([H])CCN([C@](C)([H])C(=O)N2CCOCC2)C1=O)C1=CC=C(Cl)S1,[C][\C][=Branch2][Ring2][O][=C][/S][=Branch1][C][=O][=Branch1][C][=O][N][C@@][Branch1][C][H][C][C][N][Branch2][Ring1][Ring2][C@][Branch1][C][C][Branch1][C][H][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][Ring1][P][=O][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1],0.87,0.69,8.04e-02 g/l,9.05,-3.1
4330,4330,4343,DB07212,N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE,CC1=C(O)C=CC=C1C(=O)NC1=C2C=C(C=CC2=CC=C1)C(N)=N,[C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][O][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][C][Branch1][C][N][=N],2.41,2.76,2.27e-02 g/l,9.23,11.12
4331,4331,4344,DB07213,"(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL",OCC1=NNN=C1C1=CC2=C(C=C1)C(=NN2)C1=CC2=C(N1)C=CC(CN1CCCCC1)=C2,[O][C][C][=N][N][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][Branch1][=N][N][Ring1][#Branch1][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=C],3.81,2.43,1.80e-02 g/l,9.7,9.07
4332,4332,4345,DB07215,GW-590735,CC1=C(SC(=N1)C1=CC=C(C=C1)C(F)(F)F)C(=O)NCC1=CC=C(OC(C)(C)C(O)=O)C=C1,[C][C][=C][Branch2][Ring1][#Branch2][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][=C][O][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][=O][C][=C][Ring1][=N],4.75,4.92,5.82e-04 g/l,3.78,0.93
4333,4333,4346,DB07217,"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",FC1=CC=CC=C1C(=O)NC1=C(C#N)C2=C(CCCC2)S1,[F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Ring1][C][#N][C][=C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][S][Ring1][O],3.85,4.6,3.09e-03 g/l,7.76,-5.0
4334,4334,4347,DB07218,"6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE",CN1N=C(C)C2=C1N(O)C1=C(C=C(Cl)C=C1)C2=O,[C][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][N][Branch1][C][O][C][=C][Branch1][#Branch2][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][N][=O],1.83,0.75,1.48e+00 g/l,13.37,0.21
4335,4335,4348,DB07219,"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCCC)C(=O)N1CCC[C@@]1([H])C(=O)OCC1=CC=CC=C1,[H][C@][Branch1][C][C][Branch1][Ring1][C][C][C@][Branch1][C][H][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@][Branch1][C][H][O][C@][Ring1][Ring2][Branch1][C][H][C][=Branch1][C][=O][N][C][C][C][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.38,2.03,1.00e-01 g/l,12.15,-3.3
4336,4336,4349,DB07220,"N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE",O=C(CC1=CC=C(C=C1)N1CCCCC1)NC1=NNC2=C1C=C(C=C2)N1CCCS1(=O)=O,[O][=C][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1][N][C][=N][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][C][S][Ring1][Branch1][=Branch1][C][=O][=O],3.36,2.56,9.87e-02 g/l,11.5,5.43
4337,4337,4350,DB07222,(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=C(C)C=CC(Cl)=C1,[H][C@][Branch2][Ring1][Ring2][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],3.54,3.37,4.41e-02 g/l,13.75,-0.59
4338,4338,4351,DB07223,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCCC)C(=O)N1CCC[C@@]1([H])C(=O)OC,[H][C@][Branch1][C][C][Branch1][Ring1][C][C][C@][Branch1][C][H][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@][Branch1][C][H][O][C@][Ring1][Ring2][Branch1][C][H][C][=Branch1][C][=O][N][C][C][C][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][=Branch1][C][=O][O][C],0.76,0.31,2.90e+00 g/l,12.2,-3.3
4339,4339,4352,DB07224,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE",[H][C@@](C)(NC(=O)[C@@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)OCC)[C@@]([H])(C)CC)C(O)=O,[H][C@@][Branch1][C][C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C@@][Branch1][C][H][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C@@][Branch1][C][H][O][C@][Ring1][Ring2][Branch1][C][H][C][=Branch1][C][=O][O][C][C][C@@][Branch1][C][H][Branch1][C][C][C][C][C][Branch1][C][O][=O],1.04,0.095,5.49e+00 g/l,3.8,-3.6
